aeloss_step,train/total_loss,train/logvar,train/kl_loss,train/nll_loss,train/rec_loss,train/d_weight,train/disc_factor,train/g_loss,discloss_step,train/disc_loss,train/logits_real,train/logits_fake,epoch,created_at
5043.49658203125,5043.49658203125,0.0,86291.6328125,5043.41015625,0.10260844230651855,5000.0,0.0,1.6241414546966553,0.0,0.0,-1.5802260637283325,-1.6086443662643433,2,2023-05-11 10:26:03.022894
4296.03076171875,4296.03076171875,0.0,96416.0390625,4295.9345703125,0.08740101754665375,5000.0,0.0,1.6121389865875244,0.0,0.0,-1.5930752754211426,-1.6017905473709106,2,2023-05-11 10:27:17.007025
3560.29638671875,3560.29638671875,0.0,82175.3125,3560.214111328125,0.072432741522789,5000.0,0.0,1.623894214630127,0.0,0.0,-1.598882794380188,-1.621277928352356,2,2023-05-11 10:28:30.430796
4097.57373046875,4097.57373046875,0.0,101329.9453125,4097.47216796875,0.08336328715085983,5000.0,0.0,1.6644939184188843,0.0,0.0,-1.6213877201080322,-1.6521332263946533,2,2023-05-11 10:29:43.797325
4035.512939453125,4035.512939453125,0.0,92472.0625,4035.42041015625,0.08210083842277527,5000.0,0.0,1.6164425611495972,0.0,0.0,-1.5879918336868286,-1.626522421836853,2,2023-05-11 10:30:57.156603
3120.838623046875,3120.838623046875,0.0,101837.90625,3120.73681640625,0.06349155306816101,5000.0,0.0,1.6404520273208618,0.0,0.0,-1.621700644493103,-1.6467366218566895,2,2023-05-11 10:32:10.514651
3163.66943359375,3163.66943359375,0.0,104115.6015625,3163.5654296875,0.06436290591955185,5000.0,0.0,1.5991859436035156,0.0,0.0,-1.5703659057617188,-1.594574213027954,2,2023-05-11 10:33:23.872526
2928.227294921875,2928.227294921875,0.0,100604.3046875,2928.126708984375,0.059572890400886536,5000.0,0.0,1.6188580989837646,0.0,0.0,-1.5896198749542236,-1.6183483600616455,2,2023-05-11 10:34:37.234097
2481.924072265625,2481.924072265625,0.0,101754.078125,2481.822265625,0.05049280449748039,5000.0,0.0,1.6391626596450806,0.0,0.0,-1.6098374128341675,-1.6515823602676392,2,2023-05-11 10:35:50.592266
2785.847412109375,2785.847412109375,0.0,105788.328125,2785.74169921875,0.05667605996131897,5000.0,0.0,1.6578726768493652,0.0,0.0,-1.609434962272644,-1.6535545587539673,2,2023-05-11 10:37:03.999218
2371.222412109375,2371.222412109375,0.0,106403.1796875,2371.115966796875,0.048240479081869125,5000.0,0.0,1.6171091794967651,0.0,0.0,-1.5793843269348145,-1.6061922311782837,2,2023-05-11 10:38:17.359009
2742.37353515625,2742.37353515625,0.0,97212.6875,2742.2763671875,0.05579175800085068,5000.0,0.0,1.6018387079238892,0.0,0.0,-1.5973522663116455,-1.601484775543213,2,2023-05-11 10:39:30.725146
2742.181640625,2742.181640625,0.0,104094.0,2742.07763671875,0.05578771233558655,5000.0,0.0,1.6233744621276855,0.0,0.0,-1.5976122617721558,-1.629357099533081,2,2023-05-11 10:40:44.093632
2693.77978515625,2693.77978515625,0.0,110814.625,2693.6689453125,0.05480283498764038,5000.0,0.0,1.6304588317871094,0.0,0.0,-1.6058390140533447,-1.6322789192199707,2,2023-05-11 10:41:57.473487
2950.688232421875,2950.688232421875,0.0,105743.859375,2950.58251953125,0.060029756277799606,5000.0,0.0,1.5825927257537842,0.0,0.0,-1.555656909942627,-1.582148790359497,2,2023-05-11 10:43:10.855113
2928.867919921875,2928.867919921875,0.0,107066.7265625,2928.7607421875,0.05958579108119011,5000.0,0.0,1.684425950050354,0.0,0.0,-1.6350059509277344,-1.6723685264587402,2,2023-05-11 10:44:24.250995
2768.652587890625,2768.652587890625,0.0,104238.4375,2768.54833984375,0.05632626265287399,5000.0,0.0,1.5965205430984497,0.0,0.0,-1.5626373291015625,-1.5965570211410522,2,2023-05-11 10:45:37.626149
2247.169921875,2247.169921875,0.0,110523.796875,2247.059326171875,0.0457165390253067,5000.0,0.0,1.6232651472091675,0.0,0.0,-1.596123218536377,-1.6276288032531738,2,2023-05-11 10:46:51.007671
2408.468017578125,2408.468017578125,0.0,112303.03125,2408.355712890625,0.04899812489748001,5000.0,0.0,1.5997039079666138,0.0,0.0,-1.5600464344024658,-1.591381311416626,2,2023-05-11 10:48:04.379222
2370.8876953125,2370.8876953125,0.0,107931.8671875,2370.77978515625,0.04823363944888115,5000.0,0.0,1.5806825160980225,0.0,0.0,-1.5479209423065186,-1.5847193002700806,2,2023-05-11 10:49:17.765421
3141.013671875,3141.013671875,0.0,116760.984375,3140.89697265625,0.06390171498060226,5000.0,0.0,1.5872553586959839,0.0,0.0,-1.5681864023208618,-1.5759342908859253,2,2023-05-11 10:50:31.173753
2333.39990234375,2333.39990234375,0.0,100939.984375,2333.299072265625,0.04747109115123749,5000.0,0.0,1.616401195526123,0.0,0.0,-1.6005051136016846,-1.6330788135528564,2,2023-05-11 10:51:45.059512
2438.529052734375,2438.529052734375,0.0,126398.15625,2438.402587890625,0.04960943013429642,5000.0,0.0,1.6205344200134277,0.0,0.0,-1.6084829568862915,-1.6132853031158447,2,2023-05-11 10:52:58.418405
2629.76171875,2629.76171875,0.0,104034.59375,2629.65771484375,0.053500525653362274,5000.0,0.0,1.6468117237091064,0.0,0.0,-1.5944753885269165,-1.6500248908996582,2,2023-05-11 10:54:11.792709
3052.142822265625,3052.142822265625,0.0,114963.953125,3052.02783203125,0.062093667685985565,5000.0,0.0,1.5916928052902222,0.0,0.0,-1.5857480764389038,-1.5950576066970825,2,2023-05-11 10:55:25.167301
2436.3095703125,2436.3095703125,0.0,116156.4296875,2436.193359375,0.049564480781555176,5000.0,0.0,1.6160944700241089,0.0,0.0,-1.5931782722473145,-1.6249468326568604,2,2023-05-11 10:56:38.539105
1946.4185791015625,1946.4185791015625,0.0,107511.3359375,1946.31103515625,0.039597801864147186,5000.0,0.0,1.6313879489898682,0.0,0.0,-1.608025312423706,-1.6343586444854736,2,2023-05-11 10:57:51.916091
2054.705078125,2054.705078125,0.0,94151.625,2054.61083984375,0.04180116578936577,5000.0,0.0,1.630820393562317,0.0,0.0,-1.5992432832717896,-1.6237144470214844,2,2023-05-11 10:59:05.298110
2436.814697265625,2436.814697265625,0.0,100831.515625,2436.7138671875,0.0495750717818737,5000.0,0.0,1.599434494972229,0.0,0.0,-1.5727676153182983,-1.598480224609375,2,2023-05-11 11:00:18.671252
1794.5108642578125,1794.5108642578125,0.0,105515.546875,1794.4053955078125,0.036507271230220795,5000.0,0.0,1.6149522066116333,0.0,0.0,-1.5836570262908936,-1.6064053773880005,2,2023-05-11 11:01:32.040401
1926.12255859375,1926.12255859375,0.0,102618.359375,1926.0198974609375,0.03918497636914253,5000.0,0.0,1.5935399532318115,0.0,0.0,-1.5654044151306152,-1.5945236682891846,2,2023-05-11 11:02:45.424185
2359.20703125,2359.20703125,0.0,124510.65625,2359.08251953125,0.04799565672874451,5000.0,0.0,1.5812339782714844,0.0,0.0,-1.5527745485305786,-1.5950777530670166,2,2023-05-11 11:03:58.805452
1901.6695556640625,1901.6695556640625,0.0,107850.484375,1901.5616455078125,0.03868737071752548,5000.0,0.0,1.6124852895736694,0.0,0.0,-1.5936611890792847,-1.6128206253051758,2,2023-05-11 11:05:12.171213
2323.4765625,2323.4765625,0.0,117227.3828125,2323.359375,0.04726886749267578,5000.0,0.0,1.6113754510879517,0.0,0.0,-1.5917302370071411,-1.6107457876205444,2,2023-05-11 11:06:25.527129
2125.7861328125,2125.7861328125,0.0,117182.5625,2125.6689453125,0.04324684664607048,5000.0,0.0,1.5920833349227905,0.0,0.0,-1.5614440441131592,-1.5927791595458984,2,2023-05-11 11:07:38.880396
2249.676513671875,2249.676513671875,0.0,100283.03125,2249.576171875,0.04576774686574936,5000.0,0.0,1.607272982597351,0.0,0.0,-1.5790293216705322,-1.6056938171386719,2,2023-05-11 11:08:52.243409
1960.9739990234375,1960.9739990234375,0.0,110417.828125,1960.863525390625,0.039893873035907745,5000.0,0.0,1.6039822101593018,0.0,0.0,-1.5722123384475708,-1.6059871912002563,2,2023-05-11 11:10:05.610582
2376.1083984375,2376.1083984375,0.0,128842.125,2375.9794921875,0.04833942651748657,5000.0,0.0,1.6226356029510498,0.0,0.0,-1.5939128398895264,-1.6170716285705566,2,2023-05-11 11:11:18.976975
2221.310546875,2221.310546875,0.0,145723.125,2221.164794921875,0.045189715921878815,5000.0,0.0,1.654768943786621,0.0,0.0,-1.6269152164459229,-1.6493725776672363,2,2023-05-11 11:12:32.356230
2049.86669921875,2049.86669921875,0.0,126366.21875,2049.740234375,0.04170207306742668,5000.0,0.0,1.6097469329833984,0.0,0.0,-1.5698243379592896,-1.6043710708618164,2,2023-05-11 11:13:45.734682
2432.0224609375,2432.0224609375,0.0,141632.5,2431.880859375,0.0494767427444458,5000.0,0.0,1.6567201614379883,0.0,0.0,-1.631304383277893,-1.6594446897506714,2,2023-05-11 11:14:59.102433
2218.912841796875,2218.912841796875,0.0,104203.859375,2218.80859375,0.04514177888631821,5000.0,0.0,1.6037187576293945,0.0,0.0,-1.5728176832199097,-1.6056795120239258,2,2023-05-11 11:16:12.993092
1928.7315673828125,1928.7315673828125,0.0,122644.6171875,1928.60888671875,0.039237648248672485,5000.0,0.0,1.660672664642334,0.0,0.0,-1.6228511333465576,-1.6533870697021484,2,2023-05-11 11:17:26.368971
2406.187744140625,2406.187744140625,0.0,118367.1640625,2406.0693359375,0.04895160719752312,5000.0,0.0,1.6532453298568726,0.0,0.0,-1.6308578252792358,-1.6580708026885986,2,2023-05-11 11:18:39.791656
2156.898681640625,2156.898681640625,0.0,130728.2421875,2156.76806640625,0.04387956112623215,5000.0,0.0,1.6936774253845215,0.0,0.0,-1.6563911437988281,-1.690369725227356,2,2023-05-11 11:19:53.160851
1959.4638671875,1959.4638671875,0.0,109381.1796875,1959.3544921875,0.03986316919326782,5000.0,0.0,1.6134365797042847,0.0,0.0,-1.58078932762146,-1.6124173402786255,2,2023-05-11 11:21:06.538500
2163.03515625,2163.03515625,0.0,127947.921875,2162.9072265625,0.04400446265935898,5000.0,0.0,1.5926109552383423,0.0,0.0,-1.57718825340271,-1.5906982421875,2,2023-05-11 11:22:19.914335
1531.255859375,1531.255859375,0.0,117606.625,1531.1383056640625,0.031151089817285538,5000.0,0.0,1.5995302200317383,0.0,0.0,-1.5795141458511353,-1.5986427068710327,2,2023-05-11 11:23:33.296548
2284.330810546875,2284.330810546875,0.0,104933.890625,2284.225830078125,0.0464726947247982,5000.0,0.0,1.5998919010162354,0.0,0.0,-1.5606483221054077,-1.5969072580337524,2,2023-05-11 11:24:46.659265
1907.708251953125,1907.708251953125,0.0,99692.4453125,1907.6085205078125,0.03881039470434189,5000.0,0.0,1.60157310962677,0.0,0.0,-1.5844324827194214,-1.611228108406067,2,2023-05-11 11:26:00.036725
1636.3624267578125,1636.3624267578125,0.0,108757.453125,1636.253662109375,0.03328966721892357,5000.0,0.0,1.5773640871047974,0.0,0.0,-1.5601615905761719,-1.5836595296859741,2,2023-05-11 11:27:13.415302
1847.6868896484375,1847.6868896484375,0.0,108268.8671875,1847.57861328125,0.03758908435702324,5000.0,0.0,1.6243562698364258,0.0,0.0,-1.605109691619873,-1.620984435081482,2,2023-05-11 11:28:26.804542
2164.90869140625,2164.90869140625,0.0,116633.609375,2164.7919921875,0.04404280707240105,5000.0,0.0,1.6384661197662354,0.0,0.0,-1.6109880208969116,-1.6441346406936646,2,2023-05-11 11:29:40.182964
2166.8095703125,2166.8095703125,0.0,101007.34375,2166.70849609375,0.04408179968595505,5000.0,0.0,1.6286791563034058,0.0,0.0,-1.5980181694030762,-1.6428678035736084,2,2023-05-11 11:30:53.568617
1962.3677978515625,1962.3677978515625,0.0,114381.984375,1962.25341796875,0.03992214798927307,5000.0,0.0,1.6485763788223267,0.0,0.0,-1.6033412218093872,-1.651705026626587,2,2023-05-11 11:32:06.981552
1752.7332763671875,1752.7332763671875,0.0,117092.6875,1752.6162109375,0.03565707057714462,5000.0,0.0,1.5901530981063843,0.0,0.0,-1.5779582262039185,-1.5924938917160034,2,2023-05-11 11:33:20.400612
1905.6707763671875,1905.6707763671875,0.0,138787.390625,1905.531982421875,0.03876814991235733,5000.0,0.0,1.599101185798645,0.0,0.0,-1.5993695259094238,-1.6025151014328003,2,2023-05-11 11:34:33.781257
2095.103759765625,2095.103759765625,0.0,112530.859375,2094.9912109375,0.04262270778417587,5000.0,0.0,1.592629075050354,0.0,0.0,-1.57394278049469,-1.589046835899353,2,2023-05-11 11:35:47.163068
2125.29736328125,2125.29736328125,0.0,108709.28125,2125.188720703125,0.043237075209617615,5000.0,0.0,1.6033228635787964,0.0,0.0,-1.568920612335205,-1.6026246547698975,2,2023-05-11 11:37:00.548342
